,Crop2014,Acres,FID,County,PPIC_Regio,Crop_PPIC,Price,Rotations,AdjustedPr,FieldCropP,WaterConsu,SavedWater,SavedWat_1,TNC,Krat,Kitfox,Corridors,CPAD,TNC_Total,Krat_Total,Kitfox_Tot,Corridors_,CPAD_Total,geometry,outcome
354,Alfalfa and Alfalfa Mixtures,78.98837151,9772,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,87965.67,5.08,401.26,19.016791230456437,0.0,100.0,100.0,0.0,100.0,0.0,78.98837151,78.98837151,0.0,78.98837151,"POLYGON Z ((-13289689.89959726 4218924.198180934 0, -13289695.88889504 4218911.339104889 0, -13289695.19720835 4218908.599637758 0, -13289701.02447993 4218900.800188707 0, -13289783.66721062 4218907.9496666 0, -13289829.22658362 4218902.750099964 0, -13290059.14274655 4218901.45021446 0, -13290676.31414475 4218897.55059471 0, -13290739.88548631 4218907.299777381 0, -13290859.08148456 4218894.95082462 0, -13290899.87311651 4218892.351055643 0, -13290911.5279193 4218898.850456757 0, -13290910.80127879 4218931.532849062 0, -13290913.69729393 4218931.492738239 0, -13290906.22042149 4219288.62012688 0, -13290534.46177674 4219292.493738355 0, -13290155.4180257 4219297.368435596 0, -13289688.83971947 4219302.529782587 0, -13289688.83997106 4219302.472109742 0, -13289687.25071827 4219210.177276787 0, -13289689.89959726 4218924.198180934 0))",53.16946520507607
355,Alfalfa and Alfalfa Mixtures,78.87739959,2082,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,87842.09,5.08,400.7,18.990251323440894,0.0,100.0,100.0,0.0,100.0,0.0,78.87739959,78.87739959,0.0,78.87739959,"POLYGON Z ((-13290365.43654728 4242936.803361547 0, -13290361.06610504 4242932.895100808 0, -13290359.47679139 4242926.055816978 0, -13290361.86062419 4242724.297265982 0, -13290365.03923945 4242390.158027589 0, -13290367.02587049 4241972.009776687 0, -13290367.77406077 4241967.410632051 0, -13290366.62859936 4241960.286341515 0, -13290369.40973856 4241954.424454502 0, -13290376.95889698 4241952.470598072 0, -13290668.19487553 4241951.493649941 0, -13290850.56495524 4241951.982069748 0, -13290858.11408979 4241953.447514085 0, -13290862.08723022 4241956.866866319 0, -13290862.08724731 4241963.705545051 0, -13290858.70509072 4242176.468313486 0, -13290860.07906273 4242397.877864153 0, -13290858.51132342 4242651.020167235 0, -13290856.12745462 4242886.973939809 0, -13290858.51144165 4242893.324708682 0, -13290856.98547057 4242893.814105907 0, -13290798.91334759 4242895.278715826 0, -13290790.17235193 4242898.698397707 0, -13290787.78837208 4242903.095221189 0, -13290784.21246971 4242907.003461341 0, -13290783.02042178 4242914.331272887 0, -13290781.82858331 4242928.498338409 0, -13290778.25264033 4242931.429548893 0, -13290773.88213156 4242934.360590229 0, -13290766.73033734 4242935.337826295 0, -13290383.31594305 4242934.360634166 0, -13290375.98339373 4242935.696250422 0, -13290375.97504826 4242934.335196633 0, -13290365.43654728 4242936.803361547 0))",53.16504188724015
356,Alfalfa and Alfalfa Mixtures,78.86484675,16875,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,87828.11,5.08,400.63,18.986933835063954,0.0,100.0,100.0,0.0,100.0,0.0,78.86484675,78.86484675,0.0,78.86484675,"POLYGON Z ((-13270186.81063792 4194788.046202246 0, -13270186.55560355 4194787.936933192 0, -13270182.08867254 4194788.357633829 0, -13270178.90998655 4194375.904268497 0, -13270181.81137785 4194370.167253615 0, -13270181.66646379 4194358.061388185 0, -13270243.27589201 4194313.648539464 0, -13270257.92039987 4194309.574280172 0, -13270278.24026361 4194303.921157892 0, -13270310.82040117 4194301.975610214 0, -13271066.52431126 4194301.002881679 0, -13271082.41708241 4194306.839335858 0, -13271085.31740605 4194309.600624773 0, -13271087.63516285 4194311.807450744 0, -13271089.56879283 4194313.648596844 0, -13271092.7474178 4194323.37594652 0, -13271100.50070023 4194358.751612786 0, -13271100.99401469 4194359.131451533 0, -13271149.16692493 4194357.422095085 0, -13271170.62221202 4194348.667431228 0, -13271169.03297525 4194760.146960492 0, -13271168.15002392 4194766.632303892 0, -13271167.44366604 4194787.384763242 0, -13271104.66705254 4194792.248752099 0, -13270201.16001665 4194794.194419259 0, -13270188.99824929 4194788.983561197 0, -13270186.81063792 4194788.046202246 0))",53.16448897251066
357,Alfalfa and Alfalfa Mixtures,78.79521316,8124,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,87750.56,5.08,400.28,18.97034639317924,0.0,100.0,100.0,0.0,100.0,0.0,78.79521316,78.79521316,0.0,78.79521316,"POLYGON Z ((-13303840.69630947 4216115.856005798 0, -13303841.64379384 4216108.302262154 0, -13303845.94807363 4216102.616739484 0, -13303856.21213527 4216097.337267669 0, -13304114.47056985 4216095.306753766 0, -13304126.39020245 4216100.58614221 0, -13304142.57641351 4216115.721724997 0, -13304144.17487955 4216115.721101184 0, -13304219.76051459 4216180.996450989 0, -13304373.72220302 4216313.39014044 0, -13304419.08300824 4216354.814328156 0, -13304471.39688655 4216440.506115054 0, -13304497.77993544 4216486.30620019 0, -13304535.31193786 4216553.277904468 0, -13304646.88006243 4216741.447559644 0, -13304673.03716719 4216788.153211541 0, -13304731.64177116 4216879.940196049 0, -13304792.23325877 4216955.482510716 0, -13304869.7108262 4217046.458755591 0, -13304878.31949533 4217059.049255572 0, -13304880.63702801 4217070.015143058 0, -13304879.97491951 4217076.10733987 0, -13304872.69066534 4217083.011803561 0, -13304833.62092329 4217083.824098897 0, -13304508.65250711 4217085.93644807 0, -13304407.77267639 4217087.937837622 0, -13304398.5548322 4217085.854828385 0, -13304395.90599988 4217081.793531039 0, -13304370.41251293 4216925.826711367 0, -13304370.2738148 4216922.094795098 0, -13304367.43131334 4216907.15160405 0, -13304365.11366932 4216894.155159768 0, -13304363.12708698 4216885.22013299 0, -13304359.15379597 4216874.660389867 0, -13304358.31755136 4216873.429585336 0, -13304357.82951086 4216871.817463927 0, -13304344.25432779 4216860.445487946 0, -13304244.92414097 4216797.900482283 0, -13304009.41364339 4216648.348565378 0, -13304006.86444463 4216644.019693026 0, -13304003.55192663 4216641.945124708 0, -13303990.63890721 4216624.075407837 0, -13303983.02366663 4216610.67305408 0, -13303933.33117572 4216519.154768341 0, -13303881.30607097 4216430.813399578 0, -13303879.05814156 4216423.042771857 0, -13303840.65044435 4216348.72261386 0, -13303838.33278966 4216331.259480021 0, -13303836.67718833 4216163.533488913 0, -13303838.20153377 4216115.857107447 0, -13303840.69630947 4216115.856005798 0))",53.16172439886321
358,Alfalfa and Alfalfa Mixtures,78.72676515,5472,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,87674.33,5.08,399.93,18.95375895129453,0.0,100.0,100.0,0.0,100.0,0.0,78.72676515,78.72676515,0.0,78.72676515,"POLYGON Z ((-13262283.43564044 4183618.808814122 0, -13262545.66723346 4183617.189055085 0, -13263221.11230148 4183621.238271993 0, -13263232.81892561 4183625.68127895 0, -13263245.91939188 4183625.6314323 0, -13263249.31914518 4183633.792724962 0, -13263252.23578243 4184103.91158491 0, -13263245.28260942 4184109.58083801 0, -13262926.43289177 4184109.580676195 0, -13262285.88090574 4184116.812100884 0, -13262280.03209148 4183800.270160456 0, -13262279.50724131 4183630.819503357 0, -13262280.00439179 4183629.299463932 0, -13262283.43564044 4183618.808814122 0))",53.15895982521576
359,Alfalfa and Alfalfa Mixtures,78.45263167,13008,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,87369.04,5.08,398.54,18.887883110666674,0.0,100.0,100.0,0.0,100.0,0.0,78.45263167,78.45263167,0.0,78.45263167,"POLYGON Z ((-13296740.80887163 4250871.510879235 0, -13296738.82229195 4250869.066531869 0, -13296738.49113749 4250668.628106094 0, -13296740.47778305 4250378.162130803 0, -13296743.45772934 4250181.806422757 0, -13296747.32394182 4249939.208104163 0, -13296747.38083126 4249884.797466915 0, -13296750.95679845 4249884.745633741 0, -13296758.68834761 4249881.983993465 0, -13296849.9335795 4249883.312495499 0, -13296969.82272409 4249881.576656071 0, -13297221.1095237 4249881.576581004 0, -13297230.20771329 4249887.453416769 0, -13297230.1788306 4249916.024832055 0, -13297229.5837277 4250509.498701741 0, -13297225.46537074 4250862.953058817 0, -13297222.5223555 4250867.232371984 0, -13297221.62080504 4250867.245513105 0, -13297217.81844444 4250867.300637632 0, -13297215.63016136 4250867.332328602 0, -13297206.99838425 4250869.881298801 0, -13297039.79270555 4250871.103451271 0, -13296999.590481 4250870.460253928 0, -13296926.17907405 4250871.523105637 0, -13296834.78546874 4250869.780761562 0, -13296740.80887163 4250871.510879235 0))",53.14798051844444
360,Alfalfa and Alfalfa Mixtures,78.40588545,7280,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,87316.98,5.08,398.3,18.87650886480287,0.0,100.0,100.0,0.0,100.0,0.0,78.40588545,78.40588545,0.0,78.40588545,"POLYGON Z ((-13242923.23591597 4205186.879182406 0, -13242924.83540329 4205183.394832754 0, -13242943.99346577 4205185.80252195 0, -13243399.72849917 4205178.494644452 0, -13243402.23656326 4205185.153371364 0, -13243401.1770083 4205197.486962012 0, -13243400.11750101 4205560.359279823 0, -13243403.70873875 4206138.125196561 0, -13243402.84341144 4206138.13356112 0, -13243404.3555236 4206148.51064229 0, -13243401.70673843 4206161.49442565 0, -13243396.93891683 4206167.337228386 0, -13243390.17108257 4206170.423154807 0, -13243379.7315874 4206175.183344547 0, -13243363.23811255 4206176.25521579 0, -13243333.64753839 4206176.425824163 0, -13242946.11249492 4206176.425778054 0, -13242932.86849722 4206173.829076882 0, -13242925.59090517 4206168.196542784 0, -13242925.58250022 4206164.676092781 0, -13242924.39227459 4206163.442011856 0, -13242920.15420548 4206157.59933142 0, -13242921.74348224 4205742.124525364 0, -13242920.68403077 4205485.70660935 0, -13242920.15416987 4205193.591963015 0, -13242923.23591597 4205186.879182406 0))",53.146084810800474
361,Alfalfa and Alfalfa Mixtures,78.36646034,2271,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,87273.08,5.08,398.1,18.867030326583034,0.0,100.0,100.0,0.0,100.0,0.0,78.36646034,78.36646034,0.0,78.36646034,"POLYGON Z ((-13244214.14243795 4197235.483942373 0, -13244397.5721847 4197237.105687919 0, -13244395.40020246 4197573.781185549 0, -13244395.05412075 4197627.428357144 0, -13244394.9232756 4197721.995084721 0, -13244384.9903492 4197726.860372186 0, -13243794.96914324 4197729.292964136 0, -13243428.10989035 4197731.725571074 0, -13243431.70829523 4197728.420957461 0, -13243427.44779276 4197726.049523658 0, -13243426.78551983 4197715.508197602 0, -13243427.4476682 4197257.37652164 0, -13243429.75714677 4197252.427889636 0, -13243429.63357339 4197246.591628865 0, -13243432.02964376 4197243.657858624 0, -13243432.64306608 4197243.655471262 0, -13243433.40747737 4197241.97076385 0, -13243451.2868951 4197238.727397925 0, -13244214.14243795 4197235.483942373 0))",53.14450505443051
362,Alfalfa and Alfalfa Mixtures,40.94845376,15734,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,45602.39,5.08,208.02,9.858627602451149,0.0,100.0,100.0,9.0,100.0,0.0,40.94845376,40.94845376,3.6853608384,40.94845376,"POLYGON Z ((-13312244.39980722 4226033.430446049 0, -13312443.06024818 4226031.967038618 0, -13312458.70691833 4226032.945864567 0, -13312771.64431456 4226030.015949067 0, -13312776.01478125 4226037.820269284 0, -13312776.15921589 4226038.061319914 0, -13312776.17408552 4226038.086238903 0, -13312776.41211623 4226050.941435725 0, -13312773.63080968 4226356.292040773 0, -13312772.11417831 4226495.480321867 0, -13312756.94340457 4226500.678025545 0, -13312727.54177534 4226503.116870674 0, -13312567.0242759 4226501.165756094 0, -13312360.41745637 4226498.239047183 0, -13312266.25241466 4226497.263407733 0, -13312238.5565607 4226496.117203646 0, -13312240.02935513 4226160.252019184 0, -13312240.42659231 4226036.844716555 0, -13312244.39980722 4226033.430446049 0))",53.14310460040852
363,Alfalfa and Alfalfa Mixtures,78.24581995,6045,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,87138.73,5.08,397.49,18.838120785012535,0.0,100.0,100.0,0.0,100.0,0.0,78.24581995,78.24581995,0.0,78.24581995,"POLYGON Z ((-13283688.59514567 4213694.069462415 0, -13283314.58397145 4213690.821368417 0, -13283037.51917673 4213689.522160918 0, -13283031.84122637 4213685.490996179 0, -13283031.16206397 4213606.369069272 0, -13283033.28106155 4213324.433190612 0, -13283036.98927044 4213309.492105493 0, -13283037.51919444 4213302.346416465 0, -13283032.75129434 4213293.901407136 0, -13283034.3405046 4213228.290914699 0, -13283036.45959243 4213222.444369358 0, -13283039.63814397 4213217.897187171 0, -13283046.51995609 4213214.240423088 0, -13283051.20478651 4213214.195999578 0, -13283060.82851129 4213211.401012278 0, -13283196.88379313 4213212.814898154 0, -13283324.07518492 4213211.609070838 0, -13283742.63070719 4213214.649162095 0, -13284008.57062773 4213216.597870051 0, -13284025.52297021 4213221.145120074 0, -13284026.47941995 4213224.663898719 0, -13284028.17180454 4213306.473916517 0, -13284028.17181344 4213601.172091186 0, -13284030.3904635 4213698.029045611 0, -13283688.59514567 4213694.069462415 0))",53.139686797502094
364,Alfalfa and Alfalfa Mixtures,78.21011153,2550,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,87098.96,5.08,397.31,18.82959010061468,0.0,100.0,100.0,0.0,100.0,0.0,78.21011153,78.21011153,0.0,78.21011153,"POLYGON Z ((-13287041.53047022 4211725.099492683 0, -13287040.17952174 4211705.696217792 0, -13287036.47122508 4211701.799091372 0, -13287007.86413066 4211699.850515297 0, -13287000.97723323 4211695.303978737 0, -13286998.79077058 4211689.495466526 0, -13286998.70613952 4211608.198112407 0, -13286998.32841869 4211245.197392433 0, -13286998.85814849 4211240.651019814 0, -13287011.5724364 4211234.156096891 0, -13287074.61403372 4211234.805674804 0, -13287445.02730503 4211233.57709761 0, -13287702.55261888 4211227.011800628 0, -13287891.50520634 4211227.011691306 0, -13287926.99911246 4211228.960229934 0, -13287929.11806399 4211231.085751757 0, -13287929.11816251 4211300.404288033 0, -13287930.17774426 4211310.146679884 0, -13287934.41570884 4211314.043706903 0, -13287949.24897819 4211323.786160839 0, -13287958.90440132 4211331.396138906 0, -13287958.93688771 4211332.299227219 0, -13287967.79057994 4211344.570094765 0, -13287968.85019703 4211351.714502048 0, -13287969.23414289 4211619.555764192 0, -13287972.02876808 4211697.516747419 0, -13287972.02873917 4211723.897363495 0, -13287972.02872561 4211729.078816294 0, -13287967.79058979 4211730.377867281 0, -13287610.80252595 4211726.03897569 0, -13287259.70942796 4211728.120599232 0, -13287053.953336 4211727.1302522 0, -13287041.53047022 4211725.099492683 0))",53.13826501676911
365,Alfalfa and Alfalfa Mixtures,73.86999073,12070,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,82265.57,5.08,375.26,17.78458126187779,1.0,100.0,100.0,0.0,100.0,0.7386999073,73.86999073,73.86999073,0.0,73.86999073,"POLYGON Z ((-13289475.01839216 4229082.334042637 0, -13289480.96185377 4228116.066480409 0, -13289951.52706827 4228125.30794502 0, -13289958.24016099 4228995.129104869 0, -13289869.3655995 4228994.610176099 0, -13289868.87179098 4229085.637999903 0, -13289475.01839216 4229082.334042637 0))",53.130763543646296
366,Alfalfa and Alfalfa Mixtures,77.98086881,17874,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,86843.66,5.08,396.14,18.774140652028642,0.0,100.0,100.0,0.0,100.0,0.0,77.98086881,77.98086881,0.0,77.98086881,"POLYGON Z ((-13299717.23503706 4250369.566969708 0, -13299717.23770447 4250369.063543771 0, -13299716.85933982 4250369.063533894 0, -13299712.62128615 4250369.063494273 0, -13299711.56169938 4250362.545419292 0, -13299717.38908399 4249901.075404773 0, -13299718.9783103 4249893.25404986 0, -13299719.78994294 4249893.020974733 0, -13299725.19100545 4249891.470495648 0, -13299731.28279172 4249891.43350109 0, -13299736.46040558 4249889.99508257 0, -13299745.99600003 4249888.039758952 0, -13300352.04241781 4249885.43258039 0, -13300695.32736423 4249884.129090691 0, -13300695.86256761 4249885.57742434 0, -13300698.96794764 4249885.558540832 0, -13300699.02308066 4249888.039814323 0, -13300701.68455394 4249888.039830858 0, -13300704.33326428 4249889.343267464 0, -13300703.1638494 4250073.990642251 0, -13300701.33853731 4250362.209598444 0, -13300700.62502881 4250363.197284766 0, -13300699.54216571 4250365.19587219 0, -13300698.50591458 4250367.108157224 0, -13300697.97625141 4250369.063657936 0, -13300693.20839821 4250370.367124196 0, -13300279.8269185 4250370.367261778 0, -13300126.36430508 4250370.3671193 0, -13299726.92477227 4250371.670789658 0, -13299717.23503706 4250369.566969708 0))",53.12902344200477
367,Alfalfa and Alfalfa Mixtures,77.97017893,10099,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,86831.76,5.08,396.09,18.771771017473682,0.0,100.0,100.0,0.0,100.0,0.0,77.97017893,77.97017893,0.0,77.97017893,"POLYGON Z ((-13243620.81032267 4196740.886396028 0, -13244390.47245961 4196740.085074075 0, -13244390.47024071 4196741.712115409 0, -13244395.5854638 4196741.697153962 0, -13244397.57210603 4197220.889105177 0, -13244392.27447917 4197226.564775796 0, -13244389.85468121 4197226.577124939 0, -13244389.85198312 4197228.794395226 0, -13243554.92132508 4197232.057366988 0, -13243432.08314327 4197234.673108511 0, -13243428.10987648 4197232.240710814 0, -13243430.0964458 4196749.805205951 0, -13243435.64347718 4196745.9241419 0, -13243435.64556119 4196744.424503281 0, -13243443.34055744 4196741.697090388 0, -13243620.81032267 4196740.886396028 0))",53.12862850291228
368,Alfalfa and Alfalfa Mixtures,77.87751436,1240,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,86728.56,5.08,395.62,18.74949645265707,0.0,100.0,100.0,0.0,100.0,0.0,77.87751436,77.87751436,0.0,77.87751436,"POLYGON Z ((-13271177.90368499 4188858.718631837 0, -13271179.24086308 4188737.251758062 0, -13271179.63810888 4188428.079455728 0, -13271182.02203489 4188409.607142266 0, -13271186.7898619 4188401.34318593 0, -13271186.84618423 4188400.757742756 0, -13271195.92830747 4188397.45435948 0, -13271566.23111174 4188399.398736376 0, -13271883.29285206 4188397.940441631 0, -13272135.59140718 4188397.940416688 0, -13272186.61569164 4188401.061779285 0, -13272191.21627292 4188401.343142425 0, -13272192.4082754 4188403.773805344 0, -13272188.60280128 4188564.690197967 0, -13272188.80799032 4188581.589166066 0, -13272187.24316553 4188659.957898623 0, -13272188.79054846 4188868.231623431 0, -13272188.37411366 4188868.518176135 0, -13272181.68056792 4188867.048297586 0, -13272168.17160659 4188865.103749905 0, -13272146.3189481 4188864.617576465 0, -13272116.91735956 4188864.617678541 0, -13272076.78798451 4188867.534392613 0, -13272068.7335754 4188869.429544758 0, -13272005.66764251 4188868.992815653 0, -13271632.98096712 4188867.534457825 0, -13271203.47727058 4188864.131508921 0, -13271184.80330281 4188860.728583156 0, -13271177.90368499 4188858.718631837 0))",53.12491607544284
369,Alfalfa and Alfalfa Mixtures,77.84499959,13482,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,86692.35,5.08,395.45,18.741439695170207,0.0,100.0,100.0,0.0,100.0,0.0,77.84499959,77.84499959,0.0,77.84499959,"POLYGON Z ((-13291688.17347385 4270797.932399292 0, -13291694.00076313 4270794.993768154 0, -13291793.3309129 4270796.626222936 0, -13292004.175755 4270795.320295117 0, -13292157.43067252 4270795.002759963 0, -13292161.77953254 4270794.014244838 0, -13292169.72587973 4270795.32025061 0, -13292169.73772129 4270799.180731031 0, -13292169.93167788 4270799.175773345 0, -13292169.94948531 4270799.896013568 0, -13292170.07171158 4270804.832811636 0, -13292170.52056616 4270893.927877934 0, -13292169.72603379 4271055.55489247 0, -13292168.401655 4271283.469238214 0, -13292167.87173386 4271506.163882351 0, -13292167.07711265 4271745.190290132 0, -13292166.01756414 4271767.721702733 0, -13292161.26832193 4271771.903800583 0, -13292155.42251495 4271773.59948061 0, -13292047.88101033 4271773.272840708 0, -13291854.25340757 4271775.885211745 0, -13291704.06627826 4271775.88518864 0, -13291702.48377347 4271775.984503364 0, -13291702.48357942 4271775.897906407 0, -13291677.31327435 4271773.599450067 0, -13291677.04849526 4271771.966785704 0, -13291678.90258208 4271644.942220233 0, -13291678.63777602 4271453.918462491 0, -13291677.04841575 4271250.48995189 0, -13291678.9025916 4271040.208416379 0, -13291681.02166174 4270804.462672573 0, -13291688.17347385 4270797.932399292 0))",53.12357328252837
370,Alfalfa and Alfalfa Mixtures,77.83831002,14357,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,86684.9,5.08,395.42,18.740017914437235,0.0,100.0,100.0,0.0,100.0,0.0,77.83831002,77.83831002,0.0,77.83831002,"POLYGON Z ((-13271225.04613028 4187516.857730492 0, -13271212.33185219 4187510.376779438 0, -13271202.79620019 4187497.414823308 0, -13271201.7366023 4187480.564383877 0, -13271195.37942418 4187361.315479183 0, -13271198.5580875 4187331.50342301 0, -13271202.79614631 4187300.39531323 0, -13271207.03416011 4187249.844862955 0, -13271204.91514692 4187230.402348238 0, -13271194.319969 4187209.663662975 0, -13271190.08187782 4187190.221326895 0, -13271194.31997002 4187156.521365596 0, -13271278.02215243 4187006.168629286 0, -13271345.83146778 4186938.76977499 0, -13271401.98620761 4186893.405468262 0, -13271444.36710956 4186863.59459896 0, -13271573.62866061 4186813.046129053 0, -13271639.31903233 4186798.788975756 0, -13271691.23556646 4186793.604429944 0, -13271717.72363246 4186794.900655153 0, -13271815.19954978 4186838.968373192 0, -13271840.62805648 4186844.1529543 0, -13271862.87809223 4186855.817942928 0, -13271902.08042373 4186862.298604682 0, -13271904.38203637 4186861.360084444 0, -13271937.04464434 4186848.041150245 0, -13271967.77063721 4186837.672311073 0, -13272122.46085186 4186942.658193007 0, -13272147.88929945 4186967.284719316 0, -13272181.16212791 4187053.625226244 0, -13272175.43687763 4187061.902672534 0, -13272179.6750818 4187078.752424942 0, -13272202.88765561 4187114.033346699 0, -13272214.63928764 4187131.894478957 0, -13272217.22585495 4187138.223209642 0, -13272220.83947811 4187147.064513333 0, -13272213.04998071 4187152.146840161 0, -13271816.39158262 4187327.938853082 0, -13271641.57060506 4187391.937628503 0, -13271377.9978192 4187477.019101528 0, -13271359.70689149 4187481.281390134 0, -13271258.09119382 4187512.797574043 0, -13271257.37794592 4187510.955340228 0, -13271236.70091295 4187516.857783271 0, -13271225.04613028 4187516.857730492 0))",53.12333631907288
371,Alfalfa and Alfalfa Mixtures,77.83662103,325,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,86683.02,5.08,395.41,18.739543987526243,0.0,100.0,100.0,0.0,100.0,0.0,77.83662103,77.83662103,0.0,77.83662103,"POLYGON Z ((-13288990.10187885 4230086.285310844 0, -13288994.89681655 4230076.648894708 0, -13289454.46432153 4230079.088579947 0, -13289468.37058446 4230081.528409059 0, -13289468.37053968 4230084.968198179 0, -13289470.67610072 4230084.961859852 0, -13289471.92011681 4231070.251777209 0, -13289081.64526469 4231067.236967004 0, -13289075.36857115 4231063.767912764 0, -13289064.42802243 4231050.970388764 0, -13289034.62897381 4231033.077245268 0, -13288996.8835137 4231030.637384037 0, -13288987.40079376 4231028.696228683 0, -13288984.96384888 4231028.19739229 0, -13288988.48677558 4230573.490209771 0, -13288989.64701424 4230087.199313947 0, -13288990.10187885 4230086.285310844 0))",53.12325733125437
372,Alfalfa and Alfalfa Mixtures,77.79979162,18569,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,86642.01,5.08,395.22,18.7305393762174,0.0,100.0,100.0,0.0,100.0,0.0,77.79979162,77.79979162,0.0,77.79979162,"POLYGON Z ((-13283951.25483943 4222609.252394643 0, -13283952.04956405 4222141.14607037 0, -13283959.04946658 4222136.237367105 0, -13283959.07023098 4222133.493672909 0, -13283959.34954614 4222133.335495346 0, -13283967.94240174 4222128.468423855 0, -13284877.01181069 4222129.443592388 0, -13284881.07767535 4222134.433303583 0, -13284883.32720251 4222137.193943482 0, -13284880.98504144 4222141.146067332 0, -13284882.57440396 4222155.774047886 0, -13284885.36149753 4222157.484300446 0, -13284885.56780605 4222161.634902663 0, -13284895.66027441 4222168.71233883 0, -13284931.99121651 4222167.932207995 0, -13284932.27118387 4222279.462897715 0, -13284927.90713324 4222615.086640654 0, -13284925.89834207 4222617.816218483 0, -13283959.82493597 4222615.095448149 0, -13283955.43051105 4222612.099405573 0, -13283951.25483943 4222609.252394643 0))",53.1217565627029
373,Alfalfa and Alfalfa Mixtures,77.79491284,13081,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,86636.57,5.08,395.2,18.729591522395413,0.0,100.0,100.0,0.0,100.0,0.0,77.79491284,77.79491284,0.0,77.79491284,"POLYGON Z ((-13262281.66876182 4202724.940060304 0, -13262285.52255719 4202384.541384284 0, -13262285.10011752 4202258.857684565 0, -13262295.05650543 4202241.085467814 0, -13262297.03169311 4202237.559687986 0, -13262600.05482171 4202237.559597074 0, -13263000.55412317 4202239.506511631 0, -13263223.58346055 4202237.559579471 0, -13263229.4107794 4202240.804457271 0, -13263234.12901588 4202251.400995172 0, -13263237.59710591 4202254.123300744 0, -13263255.36897142 4202281.039998584 0, -13263260.25506461 4202291.922721267 0, -13263261.19630405 4202294.019393554 0, -13263263.31548554 4202310.243394394 0, -13263260.70746024 4202447.226744947 0, -13263261.47453899 4202710.629780071 0, -13263258.01792163 4202719.099154644 0, -13263256.83975333 4202721.444346449 0, -13263253.77970124 4202727.536054691 0, -13262960.82202433 4202724.939975732 0, -13262918.97091384 4202724.939935359 0, -13262904.6673918 4202722.993054764 0, -13262904.87591252 4202721.332574178 0, -13262903.44112637 4202721.33209314 0, -13262902.548371 4202646.412557973 0, -13262904.66743222 4202634.730782011 0, -13262915.2625522 4202627.592000016 0, -13262916.3220785 4202572.428459574 0, -13262907.8459352 4202567.885620623 0, -13262900.42937529 4202566.587681158 0, -13262893.01265145 4202570.481490709 0, -13262885.59604249 4202571.13054091 0, -13262886.12569323 4202612.66542064 0, -13262886.65551089 4202626.294007061 0, -13262894.60183728 4202638.624794299 0, -13262898.31023034 4202716.503054943 0, -13262896.62169537 4202721.329951682 0, -13262895.13170118 4202725.589094223 0, -13262890.36380457 4202725.589092696 0, -13262806.08954018 4202724.650412718 0, -13262805.60210752 4202725.588986412 0, -13262293.32343143 4202728.184973508 0, -13262281.66876182 4202724.940060304 0))",53.121598587065904
374,Alfalfa and Alfalfa Mixtures,77.77470834,18450,Kern,KR,alfalfa-pasture,1113.653444,1.0,1113.653444,86614.07,5.08,395.1,18.724852253285498,0.0,100.0,100.0,0.0,100.0,0.0,77.77470834,77.77470834,0.0,77.77470834,"POLYGON Z ((-13267702.38340831 4184572.422320614 0, -13267603.71545309 4184571.207569943 0, -13267312.34704336 4184573.232286905 0, -13267222.94983641 4184573.232230265 0, -13267216.99021013 4184572.017532189 0, -13267213.62044639 4184568.092457054 0, -13267213.34797861 4184565.538279434 0, -13267213.34810784 4184395.459306173 0, -13267212.35463528 4184155.328287975 0, -13267212.68581641 4184098.637076389 0, -13267215.00360074 4184091.753210343 0, -13267216.89702632 4184090.89565303 0, -13267712.25405101 4184088.795465417 0, -13267878.85988267 4184086.08414084 0, -13268177.84365246 4184084.059521386 0, -13268177.70248383 4184086.821891409 0, -13268178.68148748 4184086.817894082 0, -13268178.72537684 4184090.536106632 0, -13268178.72550022 4184090.550330198 0, -13268184.4735448 4184578.193714776 0, -13268182.68639776 4184579.048958668 0, -13267959.31738922 4184577.281940515 0, -13267725.89153962 4184578.901769305 0, -13267702.38340831 4184572.422320614 0))",53.120808708880915
